,Unnamed: 0,"Диффузный индекс цен на выпускаемую продукцию, ожидаемые изменения ","Диффузный индекс цен на покупаемую продукцию, ожидаемые изменения ","Диффузный индекс заработной платы, ожидаемые изменения ","Диффузный индекс занятости, ожидаемые изменения ","Диффузный индекс выпуска, ожидаемые изменения ","Диффузный индекс закупок оборудования, ожидаемые изменения ","Диффузный индекс финансового состояния, ожидаемые изменения ","Диффузный индекс портфеля заказов, ожидаемые изменения ","Диффузный индекс задолженности банкам, ожидаемые изменения ","Производство скота и птицы, тыс.тонн ","Производство молока, тыс.тонн ","Производство яиц, млн","Грузооборот транспорта, млрд.т-км ","Коммерческий грузооборот транспорта, млрд.т-км ","Ж/д перевозки,  млн.тонн.","Инвестиции, млрд. рублей","Реальные инвестиции, млрд. рублей","Строительство, млрд. руб.","Ввод в действие жилых домов, млн кв.м","Экспорт товаров,  млрд. долл., index","Импорт товаров,  млрд. долл., index","Экспорт товаров, СНГ, млрд. долл., index","Импорт товаров, СНГ, млрд. долл., index",Курс доллара,Курс евро,"Дефицит бюджета, млрд.руб.","Оборот розничной торговли, млрд.руб.",Реальный оборот розничной торговли,"Оборот розничной торговли, продукты, млрд.руб.","Реальный оборот розничной торговли, продукты","Оборот розничной торговли, непродовольственные, млрд.руб.","Реальный оборот розничной торговли, непродовольственные","Товарные запасы в организациях розничной торговли, млрд.руб.",Реальные товарные запасы в организациях розничной торговли,"Обеспеченность оборота розничной торговли запасами, дней",Реальный объем платных услуг,Индекс потребительских цен,"Индекс потребительских цен, продукты","Индекс потребительских цен, непродовольственные","Индекс потребительских цен, услуги","Средние цены производителей, нефть","Средние цены производителей, уголь","Средние цены производителей, газ","Средние цены производителей, бензин","Средние цены производителей, дизельное топливо","Средние цены производителей, мазут","Средние цены производителей, животноводство","Средние цены производителей, крупный рогатый скот","Средние цены производителей, птица","Средние цены производителей, молоко","Средние цены производителей, яйца","Средние цены производителей, инвестиционные товары","Средние цены производителей, строительная продукция",Индекс тарифов на грузоперевозки,Безработицв,Потребность работодателей в работниках,Нагрузка не занятого трудовой деятельностью населения,"Среднемесячная зарплата, руб.",Реальная зарплата,"Среднемесячная пенсия, руб.",Реальная пенсия,MIACR,"Ставка по краткосрочным кредитам, население","Ставка по долгосрочным кредитам, население","Ставка по краткосрочным кредитам, фирмы","Ставка по долгосрочным кредитам, фирмы","Краткосрочные кредиты и прочие средства нефинансовым организациям, млрд.руб","Долгосрочные кредиты и прочие средства нефинансовым организациям, млрд.руб","Цена Urals, долл/бар"
0,Преобразование,,,,,,,,,,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,,ln,ln,ln,ln,ln,ln,ln,ln,,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,ln,,,,ln,ln,ln,ln,,,,,,ln,ln,ln
1,2003m01,74.0,93.0,61.0,40.0,44.0,28.0,47.0,44.0,22.0,6.269096283706261,7.581209826196346,7.965198290612176,5.851052393391237,5.829533679961761,4.463606621666305,4.541164856012179,0,3.910021002757473,,0,0,0,0,3.4600950229096408,3.53921867955953,95.7,5.797576353942562,0,5.02912987673242,0,5.174453379325651,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,12.327718223583462,222.5,8.454466361507933,0,7.288791073167126,0,6.331,21.5,18.900000000000002,14.5,17.3,6.99365770798284,6.2902720023431815,3.383412716909289
2,2003m02,78.0,95.0,66.0,37.0,49.0,30.0,53.0,56.0,18.0,6.320768294250582,7.592366128519796,7.85979918056211,5.779508185184337,5.754792395563946,4.450852825603734,4.7059200890882344,0.1570037488096647,4.018183201256536,,0.023716526617316065,0.0962188577405429,0.10885440491208208,0.036331929247390204,3.452524008827496,3.527830032595521,-6.5,5.790571604728592,-0.017146158834970514,5.017279836814924,-0.021223636451626577,5.171619713502079,-0.01308523954865548,,,,-0.012072581234269249,0.015873349156290163,0.011928570865273812,0.008959741371472022,0.04114194333117521,-0.01612938192988353,-0.01308523954865548,0.009950330853168092,0.03729578474369693,0.13976194237515863,0.1587116911548208,-0.00601807232556291,0.001998002662673058,-0.019182819416773987,0.02664193094642131,-0.07257069283483537,0.007968169649176881,0.0069756137364253585,0.0009995003330834232,9.2,12.9320987654321,222.0,8.45553053102413,-0.015113637810048184,7.31395345166613,0.008959741371472022,2.514,22.2,17.8,14.1,19.6,7.019475528592545,6.298397624151875,3.4206241213279664
3,2003m03,84.0,98.0,72.0,45.0,56.0,29.0,51.0,61.0,25.0,6.361302477572996,7.789040401657477,7.977625098784593,5.890815138958052,5.8667513029343406,4.572646994282532,4.833102254034098,0.2809897285906558,4.207673247529104,,0.1858353760937512,0.24291323689134628,0.22485808066838825,0.15943412638137366,3.4461707473048864,3.5142284036242013,16.299999999999997,5.878295849002344,0.06166502158931933,5.111385197196399,0.06495405978942588,5.253842876446207,0.060165222190937166,,,,0.033856350654130694,0.026813289194624383,0.02187890171844202,0.016927911020648972,0.05799906039759812,-0.04144718991417336,-0.01008973056885701,0.013942352122705587,0.050212010010243155,0.23234112366825185,0.16866202200798905,-0.014050244022827127,-4.000008000025334e-06,-0.009232488563605805,0.03063395221595898,-0.13338283223159275,0.01196019091871437,0.009971122716223777,0.0029975029957565384,8.8,13.062787136294029,217.8,8.514389264083503,0.03176994808880212,7.314153285138902,-0.0010905944820294611,2.625,18.3,19.900000000000002,13.3,16.4,7.031299465073592,6.325612656465103,3.363693289509691
4,2003m04,83.0,95.0,70.0,40.0,66.0,38.0,59.0,69.0,23.0,6.269096283706261,8.023879992734878,8.044626279767337,5.84267447352282,5.8185981490847825,4.554928969551344,4.866764923676554,0.3037292155601452,4.235554730773624,,0.05572669074673083,0.27052840392431965,0.25925950738572084,0.20631771228022408,3.4372078191851885,3.5304697173662944,66.6,5.8771754007058545,0.05262427693717031,5.11739483066779,0.06194955076912715,5.24649761781824,0.046066297811435515,,,,0.04281609202560267,0.036763620047792434,0.03281884175677633,0.022909982698196482,0.07583897852592904,-0.06779116525377528,-0.01109023090244047,0.013942352122705587,0.020783199319431025,0.22128017630882704,0.056612518199366225,-0.013050743689743577,0.004983541503039174,-0.015250560889168761,0.017548712667303422,-0.08936594681481841,0.022900130957048688,0.021899693581497685,0.03932943224314684,8.4,14.088145896656535,200.2,8.536995818712418,0.04369851895407588,7.382808636859979,0.05717831364194626,1.888,20.0,21.3,13.4,14.9,7.04882071926074,6.343001313190591,3.130242353774201
5,2003m05,79.0,94.0,76.0,43.0,66.0,33.0,63.0,68.0,23.0,6.1779441140506,8.169336395928386,8.168486417126681,5.874368775231734,5.851340039013816,4.58700621536042,5.067645548813036,0.4960011032072681,4.35799005684564,,0.08334185777970415,0.2234367963904693,0.10727315038783922,0.12727450493977122,3.424588334452731,3.596490004820589,56.70000000000002,5.8738065036397495,0.042573941083668874,5.119190700650601,0.05693700894558291,5.238567362142263,0.03196737343193392,,,,0.04680811329514023,0.04473178969696934,0.03979445549320171,0.028892054375743874,0.09072759101967977,-0.11069866626505179,-0.022151178261865356,0.013942352122705587,-0.014843978323720015,0.14007012088328388,-0.19827973142942382,-0.030196902524714193,0.00598304183612274,-0.0033219900238950274,-0.010850761854394549,-0.1438221326108772,0.031859872328520646,0.028875307317923038,0.04232494122294537,8.1,15.438066465256798,175.9,8.560444233410552,0.05858713144782658,7.382808636859979,0.049146141944682024,1.308,23.1,21.5,12.5,15.0,7.076400404959848,6.371098895181625,3.210487802387275
6,2003m06,75.0,92.0,73.0,43.0,64.0,36.0,60.0,67.0,22.0,6.1779441140506,8.277666160851503,8.19946419761216,5.855358414110991,5.828357209237832,4.580877493419047,5.203457085524077,0.6235144235062275,4.526126978647638,,0.14537724869915689,0.2500787273368906,0.21970857971762744,0.24149564902979404,3.4127965175055075,3.547027829873695,-14.5,5.884714177161102,0.047561482594707966,5.129306823813755,0.059932517925381346,5.250176991220101,0.03794944510948142,,,,0.08217525713243144,0.05269995934614613,0.04776262514237867,0.03387959588678299,0.10265616188495358,-0.14632584390820297,-0.023151678595448845,-0.0011712856873425453,-0.001927753057173805,0.12190615025561279,-0.06287509442322084,-0.06065611000942271,0.007981044498795848,0.010580915145096379,-0.057942369388244944,-0.2671203489553708,0.04081961369999262,0.03585092105434823,0.04232494122294537,8.0,15.825825825825827,165.6,8.62155320674048,0.11212789837585643,7.383803105212184,0.04212152700771749,1.361,21.3,21.0,11.8,12.8,7.098210335672814,6.451259999761194,3.240394998596765
7,2003m07,74.0,92.0,74.0,43.0,61.0,32.0,57.0,61.0,23.0,6.184148890937483,8.269244521183056,8.146419323098003,5.876895092364846,5.847882818629958,4.599152113662528,5.224670826379739,0.6384030359999783,4.58700621536042,,0.17006986128952833,0.3499240623066067,0.29759511837469865,0.38559599300355096,3.40982670836021,3.5447203584143305,44.099999999999966,5.916471568066552,0.07420341354112908,5.154446996128335,0.08071505710790974,5.28776185260852,0.07041663524698281,,,,0.10979042416540488,0.059675573082571445,0.05175464641191628,0.038867137397821924,0.12147791612554137,-0.053746662615109735,0.004463488437524481,-0.0031732883580156464,0.0324736736601586,0.15146495249715716,0.1260910050894024,-0.07272869124369202,0.010976553478594327,0.03332040211458576,-0.09564423657225644,-0.2944915457515028,0.04680168537753996,0.04183299273189555,0.062127568519125084,7.9,15.605381165919281,167.2,8.633196867172543,0.11810997005340382,7.384796585579523,0.03610345468215454,3.618,21.5,20.8,11.9,15.9,7.122866658599083,6.478509642208569,3.290427738053673
8,2003m08,76.0,88.0,68.0,44.0,59.0,36.0,58.0,65.0,26.0,6.222576268071369,8.17948018535889,8.094683648698815,5.88943182154283,5.8585044198517515,4.609162207257629,5.322033893165353,0.7273292451943798,4.659658371272161,,0.21981195318434235,0.29652328557949137,0.30556328802387545,0.3332495126313419,3.417726683613366,3.502549875922443,3.0,5.945944031806173,0.1037622157826736,5.173320876373351,0.10638280385648745,5.326418796658912,0.10191530230635375,,,,0.08958771684788547,0.05566755168503258,0.03460848757694581,0.044849209075369385,0.12845352986196665,0.019503799124482867,0.0163920593027983,-0.0031732883580156464,0.06397234071952979,0.18005240934906985,0.2150172142838039,-0.06575307750726668,0.015964094989633405,0.0541029412971141,-0.09264872759245796,-0.2895040042404639,0.05576142674901208,0.051783323585063525,0.062127568519125084,7.8,15.750371471025261,164.5,8.610865667278873,0.1009638112184333,7.46479632654509,0.12044460311590544,3.813,20.3,22.400000000000002,11.8,14.0,7.148581565148655,6.52458967836874,3.366655230757925
9,2003m09,74.0,90.0,76.0,44.0,59.0,34.0,63.0,66.0,20.0,6.439350371100098,7.983098940710892,8.012680929706839,5.869861725348733,5.83627165770228,4.591071261608589,5.379436417832829,0.7732581770827798,4.693181063310805,,0.183147968812751,0.3153450398200792,0.3145230293953475,0.32016427308268647,3.421326752957321,3.5576311675039825,-0.6999999999999886,5.96409335031185,0.11569078664794731,5.178970608915471,0.11137034536752659,5.35517017814082,0.12073705654694145,,,,0.104476329341636,0.05866306066483113,0.031603978556647136,0.053808950446841315,0.13741327123343855,0.053905225841815264,0.010373986977235353,-0.00017777937821721412,0.11085592661838013,0.24490338166868628,0.28454327693241416,-0.0352238724724439,0.017962097652306473,0.0807448722435352,-0.05342801443917664,-0.21718334266083772,0.06670136678734631,0.06469954885160997,0.12228149133887228,7.8,15.372023809523808,166.4,8.622633703874234,0.1099235525899053,7.465827018344993,0.11844260044523229,9.78,20.5,21.8,13.200000000000001,11.4,7.188261667684823,6.649890874939539,3.2485581852307597
